# id	cmn	eng — from Tatoeba (CC-BY 2.0 FR)
333214	我听到这个消息很惊讶。	I was very surprised to hear the news.
333215	这位是安田先生。	This is Mr Yasuda.
333216	我五点到你家来接你。	I'll pick you up at your home at five.
333217	这些天我的视力正在变差。	My vision is getting worse these days.
333218	我对他的态度变了。	My attitude towards him changed.
333219	我去公园散了步。	I went for a walk in the park.
333220	他这么说很奇怪。	It is strange that he should say so.
333221	这周放什么电影？	What movies are playing this week?
333222	健康与运动及节制密不可分。	Good health is inseparable from exercise and moderation.
333224	我同意。	I agree.
333225	他迟早会回来的。	He will come back sooner or later.
333226	想吃多少饼干就吃多少。	Take as many cookies as you want.
333227	狗的嗅觉灵敏。	Dogs have a keen sense of smell.
333228	似乎很便宜。	It seemed to be cheap.
333232	这封信寄错地方了。	This letter is wrongly addressed.
333233	你必须在天黑前回来。	You must come back before it gets dark.
333234	一个丑男人敲了我的门。	An ugly man knocked on my door.
333235	清心的人有福了。	Blessed are the pure in heart.
333236	日本的首都是东京。	The capital of Japan is Tokyo.
333237	服务生，我要点菜。	Waiter, I'd like to order.
333238	我们正要进房间。	We were just about to enter the room.
333239	万一你生病了，吃这个药。	Take this medicine in case you get sick.
333240	现在是行动的时候了。	Now is the time for action.
333241	没有空气，人无法存在。	Men can not exist without air.
333243	世界末日是什么时候？	When will the world come to an end?
333257	我肯定他会成功的。	I am sure that he will succeed.
333258	我想去西雅图。	I want to go to Seattle.
333266	这个消息预示着什么？	What does this news augur?
333275	酸会和金属物质起化学反应。	Acids react chemically with metals.
333278	他们一直爬到悬崖顶上。	They climbed to the top of a cliff.
333281	他从英国来。	He comes from England.
333284	他们都是好老师。	All of them are good teachers.
333295	做运动有利于健康。	Exercise is good for your health.
333296	我能用一下你的字典吗？	Can I use your dictionary for a minute?
333299	他无法辨别真伪。	He can't tell the true from the false.
333301	他们在加利福尼亚种橙子。	They grow oranges in California.
333303	我尽量留着胃吃甜点。	I'm trying to save room for dessert.
333305	你们自己吃蛋糕。	Please help yourself to the cake.
333307	他总喝他的黑咖啡。	He always drinks black coffee.
333309	这张书桌是木制的。	This desk is made of wood.
333310	我今天有空。	I'm free today.
333312	音乐是人类共通的语言。	Music is a common speech for humanity.
333313	他们就快从香港抵达了。	They are arriving here soon from Hong Kong.
333331	他怎么敢拆我的信！	How dare he open my letters!
333332	他向那位女士问好。	He saluted the lady.
333335	尽量试着用好你的时间。	Try to make the most of your time.
333341	他去美国学医了。	He went to America to study medicine.
333345	请别在这里拍照。	Please do not take photos here.
333348	我认识她两年了。	I have known her for two years.
333349	你得在涉谷换乘火车。	You have to change trains at Shibuya.
333350	让我进去。	Let me in.
333352	我有很多朋友帮我。	I have a lot of friends to help me.
333354	我们班有四十个学生。	There are forty students in our class.
333362	东京是一个很大的城市。	Tokyo is a big city.
333363	旅行最快的方式是乘飞机。	The quickest means of travel is by plane.
333370	你准备待多久？	How long do you plan to stay?
333374	番茄容易遭受很多病害。	The tomato is subject to a number of diseases.
333380	我爸爸不喜欢足球。	My dad doesn't like soccer.
333382	你昨天早上在打网球吗？	Were you playing tennis yesterday morning?
333383	我能用一下你的铅笔吗？	Can I borrow your pencil for a bit?
333388	秋天树叶会掉落。	The leaves fall off the trees in the fall.
333390	我听了，但什么也没听到。	I listened, but I didn't hear anything.
333394	他睡着的时候，打呼声很响。	He was snoring loudly while he slept.
333397	书桌上有几本书。	There are some books on the desk.
333401	把问题澄清一下。	Let's clear up this problem.
333402	这本书我能借多久？	How long can I borrow this book?
333403	我爸爸是哈佛大学毕业的。	My father graduated from Harvard University.
333406	她拿了其中一个玻璃花瓶。	She picked up one of the glass vases.
333411	我起来的时候天还是黑的呢。	I got up while it was still dark.
333415	你听得见吗？	Do you hear me?
333421	她酷爱打网球。	She is fond of playing tennis.
333425	如果明天下雨，我就待在家。	If it rains tomorrow, I'll just stay at home.
333427	她上飞机前，给我招了招手。	She waved at me before she got on board the plane.
333429	我尽快需要。	I need it ASAP.
333431	天气又冷又湿。	The weather was not only cold, it was also damp.
333432	学生不该忽略自己的身份。	A student should not lose sight of his own identity.
333434	我们过去常在公园玩。	We used to play in the park.
333435	比起出门，我更喜欢待在家。	I would rather stay at home than go out.
333436	这本书谁想要就给谁吧。	Let's give the book to whoever wants it.
333437	我对纽约了如指掌。	I know every inch of New York.
333438	许多年轻女孩喜欢这个歌手。	Many a young girl likes the singer.
333457	我们需要的是帮助。	What we need is help.
333459	记者租了间很贵的房。	The reporter rented an expensive room.
333464	我怀孕了。	I'm pregnant.
333466	他们过着和平的生活。	They live in peace.
333467	他希望已经成功了。	He hopes he has already succeeded.
333468	他英勇的行为带给了他光荣。	His acts of courage brought him glory.
333469	她不但漂亮，而且聪明。	She is as clever as she is beautiful.
333470	我有两本英语书。	I have two English books.
333474	一年有十二个月。	A year has twelve months.
333477	现在我爸爸不在家。	My dad is not at home for the moment.
333488	我有一个哥哥，也有一个姐姐。	I have an older brother and an older sister.
333489	小明还不知道他明年去哪儿。	Little Ming still doesn't know where he's going to go next year.
333491	我的朋友十七岁了。	My friend is seventeen years old.
333494	汉语字是很美丽的。	Chinese characters are very beautiful.
333496	我也过得很愉快。	I also had a very good time.
333497	我听说他打麻将很厉害。	I hear he is good at mahjong.
333498	日本靠阿拉伯国家提供石油。	Japan relies on Arab countries for oil.
333499	我们学校在市中心。	Our school is in the center of the town.
333501	你赞成还是反对这个计划？	Are you for or against the plan?
333502	这是你的信。	Here is a letter for you.
333503	她坚持认为那是我的错。	She insisted that it was my fault.
333504	习惯是第二天性。	Habit is second nature.
333505	慎也娶了个漂亮姑娘。	Shinya married a pretty girl.
333506	米价下跌了。	The price of rice has come down.
333507	你必须从失败中吸取教训。	You must learn from mistakes.
333508	京都有很多所大学。	Kyoto has many universities.
333509	睡过头不是迟到的理由。	Over-sleeping is no excuse for being late.
333510	我也听过一个类似的故事。	I also heard a similar story.
333511	参见上文。	See above.
333526	这问题正在被讨论。	The problem is being discussed now.
333529	让我们别来，我们就更想来了。	When we are told not to come, we become all the more eager to go.
333530	他的医生命令他休息。	His doctor ordered him to rest.
333532	他年轻的时候穷困潦倒。	He was terribly poor when he was young.
333534	我希望住在你家附近。	I wish I could live near your house.
333535	他把他的自行车刷成红色。	He painted his bicycle red.
333537	总统拒绝回答那个问题。	The president refused to respond to that question.
333538	他告诉我什么时候该说是。	He told me when to say yes.
333539	她帮她爸爸干了花园里的活。	She helped her father with the work in the garden.
